Turn,RiskSeverity_Model,RiskRate_Model,ErosionVelocity_Model,CumulativeRisk_Model,Likelihood_Model,RiskSeverity_User,CumulativeRisk_User,RobustnessIndex_rho
1,0.2013968639231587,0.0,0.0,0.2013968639231587,0.099938805240323,0.7198190886527429,0.7198190886527429,0.24566013003445195
2,0.3280592091435255,0.1266623452203668,0.1266623452203668,0.5294560730666842,0.18223740541449207,0.42130317091758507,1.141122259570328,0.4265946154651838
3,0.19804541808250464,-0.13001379106102084,-0.25667613628138763,0.7275014911491888,0.042984743917128955,0.18663395836862184,1.32775621793895,0.5095418125367228
4,0.010747221056576328,-0.18729819702592831,-0.05728440596490747,0.7382487122057652,0.055042695334299396,0.041008907747525414,1.3687651256864752,0.5026322447986505
5,1.3936282913966944,1.382881070340118,1.5701792673660462,2.1318770036024595,0.996611120503685,1.7812282810773032,3.1499934067637785,0.6559634856998995
6,0.4066211703734418,-0.9870071210232526,-2.3698881913633705,2.5384981739759014,4.600382814292003e-05,0.28400981341300957,3.434003220176788,0.7183066952182667
7,0.5113708583032497,0.10474968792980788,1.0917568089530605,3.049869032279151,0.8384955262408803,0.03753332669894449,3.4715365468757327,0.8539375118384495
8,0.12576922268320234,-0.38560163562004734,-0.4903513235498552,3.1756382549623536,0.015247094797075712,0.33555409162685024,3.807090638502583,0.8127884783802807
9,0.1479328850121745,0.022163662328972156,0.4077652979490195,3.3235711399745282,0.26257238917052733,0.16704799898115186,3.9741386374837346,0.8157727155861414
10,0.02790704974423286,-0.12002583526794164,-0.1421894975969138,3.351478189718761,0.047212475585068636,1.055313896857681,5.029452534341416,0.6533793162683134
11,0.019998763962458366,-0.007908285781774493,0.11211754948616715,3.3714769536812192,0.10512278308311203,0.002463615400552732,5.031916149741968,0.6569625955113738
12,0.11203657710744752,0.09203781314498916,0.09994609892676365,3.4835135307886667,0.12564027365658736,1.601680314052373,6.6335964637943405,0.5173332779175377
13,0.004977898176533158,-0.10705867893091436,-0.19909649207590352,3.4884914289652,0.03928325351746132,0.6458337624012849,7.279430226195625,0.47273181289548544
14,0.2149970849628129,0.21001918678627973,0.3170778657171941,3.703488513928013,0.2657581884338846,0.2640714518129236,7.543501678008549,0.4845277295592779
