Turn,RiskSeverity_Model,RiskRate_Model,ErosionVelocity_Model,CumulativeRisk_Model,Likelihood_Model,RiskSeverity_User,CumulativeRisk_User,RobustnessIndex_rho
1,0.2759255805289105,0.0,0.0,0.2759255805289105,0.11045404385229633,0.544181368756619,0.544181368756619,0.4283352389739156
2,0.10971832313239716,-0.16620725739651332,-0.16620725739651332,0.38564390366130763,0.04741451051339544,1.224291038562119,1.7684724073187381,0.2063952896230924
3,1.1665971331412062,1.0568788100088091,1.2230860674053226,1.552241036802514,0.98158553593749,0.9813032058956977,2.7497756132144358,0.5446888623808688
4,1.9994511857714234,0.8328540526302173,-0.22402475737859184,3.551692222573937,0.6592506299998582,1.255747714868501,4.005523328082937,0.8651009722145192
5,0.0019994535550384995,-1.997451732216385,-2.830305784846602,3.5536916761289756,2.2936360609849954e-06,0.3331793927969767,4.338702720879914,0.8006149317935183
6,0.19640796111390857,0.19440850755887007,2.191860239775255,3.7500996372428843,0.9896933024542588,0.5555120633308008,4.894214784210714,0.7508887381253369
7,0.35766761015896875,0.16125964904506018,-0.03314885851380989,4.107767247401853,0.12991782666748566,1.0011998095357906,5.895414593746505,0.6851514908887943
8,0.14115665306447645,-0.2165109570944923,-0.3777706061395525,4.2489239004663295,0.02562849596321529,1.8104598403246932,7.705874434071198,0.5443238853446787
9,0.21093304134066404,0.0697763882761876,0.2862873453706799,4.4598569418069935,0.22184237253483463,1.373504714576579,9.079379148647778,0.48585605514115615
10,0.7498327659345511,0.538899724593887,0.4691233363176994,5.2096897077415445,0.6389982437014661,0.8287097056923741,9.908088854340152,0.5205479071543502
