Turn,RiskSeverity_Model,RiskRate_Model,ErosionVelocity_Model,CumulativeRisk_Model,Likelihood_Model,RiskSeverity_User,CumulativeRisk_User,RobustnessIndex_rho
1,0.27062347031787193,0.0,0.0,0.27062347031787193,0.10967503154293724,0.004932850302401204,0.004932850302401204,2.5790157185092606
2,0.3010315264960355,0.030408056178163556,0.030408056178163556,0.5716549968139074,0.12710292211393745,0.13357266956070846,0.13850551986310966,2.3968208247004474
3,0.10975218221543237,-0.19127934428060311,-0.22168740045876667,0.6814071790293398,0.03947876065787328,0.07624501239233039,0.21475053225544005,2.1649119197559754
4,0.048406975736912106,-0.061345206478520264,0.12993413780208285,0.7298141547662519,0.10920063643593304,0.01337501137918573,0.22812554363462578,2.224191834266077
5,0.05979424031752567,0.011387264580613565,0.07273247105913383,0.7896083950837776,0.10149488811332788,0.7808755705556867,1.0090011141903124,0.7119996409203564
6,0.6352859683158298,0.5754917279983042,0.5641044634176906,1.4248943633996074,0.6727686439597602,0.9334333145625431,1.9424344287528554,0.6976450961364139
7,0.021536735879746916,-0.6137492324360829,-1.189240960434387,1.4464310992793543,0.0012934253463475689,0.027996345957844837,1.9704307747107004,0.6986136010664075
8,0.09459525300391491,0.073058517124168,0.6868077495602509,1.5410263522832692,0.44407859725226645,0.08895873048016867,2.059389505190869,0.7136398267097521
9,0.4733153793761926,0.3787201263722777,0.3056616092481097,2.014341731659462,0.37887595019327597,0.1553147475256893,2.214704252716558,0.8702371930649074
10,0.15630128752068373,-0.3170140918555089,-0.6957342182277866,2.1706430191801456,0.009287409422846088,0.03077106607386637,2.2454753187904246,0.9254597572570318
11,0.09609205560959488,-0.060209231911088845,0.25680485994442004,2.2667350747897403,0.16169684114908503,0.059181950937163386,2.304657269727588,0.94264372030303
12,0.9822458697878012,0.8861538141782063,0.9463630460892951,3.2489809445775415,0.9369446771907497,0.3272595714396851,2.631916841167273,1.189267878003688
13,0.604929188315176,-0.3773166814726252,-1.2634704956508314,3.853910132892717,0.0031401663806388254,0.20684808796304277,2.838764929130316,1.3114046974942037
14,0.11459923440692432,-0.4903299539082516,-0.11301327243562642,3.9685093672996414,0.04079791032861991,0.15644031285679982,2.995205241987116,1.2821474044648056
15,0.36317006753202097,0.24857083312509665,0.7389007870333483,4.3316794348316625,0.6248131075761647,2.80370408264341e-05,2.9952332790279423,1.399467841141856
16,0.33384053098379707,-0.0293295365482239,-0.27790036967332055,4.665519965815459,0.054050527667691105,1.3506166512934827,4.345849930321425,1.0494101328062941
17,0.33177875449130745,-0.00206177649248962,0.02726776005573428,4.997298720306767,0.12757298537450434,1.872769398120708,6.2186193284421325,0.7908846000284149
18,0.39149661393133584,0.05971785944002839,0.06177963593251801,5.388795334238103,0.158731294940843,0.03488648474589895,6.253505813188031,0.848160919763783
19,0.2551386604920418,-0.13635795343929402,-0.1960758128793224,5.643933994730145,0.055102706572177904,0.6167412226440934,6.870247035832125,0.8097179290369813
20,0.03306014398359847,-0.22207851650844335,-0.08572056306914932,5.676994138713743,0.05070717035949839,0.09509480814579907,6.9653418439779236,0.8034988630525323
21,0.1282195851811917,0.09515944119759323,0.3172379577060366,5.805213723894935,0.2208366706380325,0.0084957389981275,6.973837582976051,0.8206597417313913
22,0.153233582274811,0.02501399709361929,-0.07014544410397394,5.958447306169746,0.07903203604803691,0.47858706735256906,7.45242465032862,0.7889449523883013
23,0.27724995905592564,0.12401637678111466,0.09900237968749537,6.235697265225672,0.15934609057927457,1.1921140391783238,8.644538689506945,0.7130961948522487
24,0.0007504433538226829,-0.27649951570210296,-0.4005158924832176,6.236447708579495,0.018398405254599435,0.05372362019706367,8.698262309704008,0.7088272080386863
25,0.00015013984563894134,-0.0006003035081837416,0.2758992121939192,6.236597848425133,0.1580675306905696,0.04225789149493153,8.74052020119894,0.7054559806988885
26,0.09609205560959488,0.09594191576395594,0.09654221927213968,6.332689904034728,0.12235738238563727,0.009412163976012078,8.749932365174953,0.7155636498369486
27,0.47131637740095367,0.3752243217913588,0.27928240602740284,6.804006281435682,0.3589432027184245,0.1599675733268906,8.909899938501843,0.7551700160797841
28,0.017411705113723253,-0.4539046722872304,-0.8291289940785892,6.821417986549405,0.004428861195251415,0.11093705539978238,9.020836993901625,0.747893860082177
29,0.0704604691687083,0.05304876405498504,0.5069534363422155,6.891878455718113,0.30567871022743753,0.1818658748449664,9.202702868746591,0.7408468864325554
30,0.032524903886886,-0.03793556528182229,-0.09098432933680733,6.924403359604999,0.059406847197837204,0.09022449639034691,9.292927365136938,0.7371933254062856
